metric,comparison,mean_difference,std,median,min,max,ci95_low,ci95_high,interpretation
NDCG@10,ALS-minus-Pop,0.02294999533347982,0.003037221064012255,0.022110389610682152,0.019906018356747684,0.027223821881283805,0.02028775369084417,0.025612236976115473,Exploratory paired five-seed comparison; no significance claim.
Precision@10,ALS-minus-Pop,0.02884861407249468,0.002964634557629729,0.02899786780383795,0.025266524520255892,0.03336886993603411,0.026249997307967083,0.03144723083702228,Exploratory paired five-seed comparison; no significance claim.
