run,artifact,position,check,status,details
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\als_split_seed_results.csv,11,summary_recalculation,PASS,Compared 4 summary row(s) with out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\algorithm_split_seed_summary.csv. All reported aggregate values match.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\als_split_seed_results.csv,11,summary_recalculation,PASS,Compared 4 summary row(s) with out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\als_split_seed_summary.csv. All reported aggregate values match.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,exactly_five_distinct_seeds,PASS,"Seeds=['11', '23', '37', '53', '71']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=splitseed; format=wide.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_results.csv,10,summary_recalculation,PASS,Compared 1 summary row(s) with out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_seed\generated\als_split_seed_summary.csv. All reported aggregate values match.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=long.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\95e8597685c44ea99c06df6107266b5d\generated\results\seed_level_ndcg10.csv,5,summary_recalculation,WARN,"Summary CSVs were present, but no unambiguous metric/algorithm pair could be matched."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,exactly_five_distinct_seeds,PASS,"Seeds=['11', '23', '37', '53', '71']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=wide.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_results.csv,0,summary_recalculation,PASS,Compared 1 summary row(s) with out_2026-07-12T03-28-31\checkpoint\b3552ad614874355ac58da9ac8b508cd\generated\als_seed_summary.csv. All reported aggregate values match.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=long.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\c53a6024dcad4ebd9b13c48e67dab06a\generated\results\seed_level_ndcg10.csv,6,summary_recalculation,WARN,"Summary CSVs were present, but no unambiguous metric/algorithm pair could be matched."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,algorithm_and_metric_coverage,INFO,"Algorithms=['ALS']; metrics=['NDCG@10', 'Precision@10']; seed_source=seed; format=long."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\f3e806ca9d484e3c935da755918bcd23\generated\results\seed_level_metrics.csv,1,summary_recalculation,WARN,"Summary CSVs were present, but no unambiguous metric/algorithm pair could be matched."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,missing_seed_values,PASS,All result rows have a usable seed.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,finite_metrics,PASS,All parsed metric values are finite.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,exactly_five_distinct_seeds,PASS,"Seeds=['11', '23', '37', '53', '71']."
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=splitseed; format=wide.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_results.csv,3,summary_recalculation,PASS,Compared 1 summary row(s) with out_2026-07-12T03-28-31\checkpoint\fdb47fbaf004418ca9d859e6125b9317\generated\als_split_seed_summary.csv. All reported aggregate values match.
R3 (out_2026-07-12T03-28-31),out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\als_split_seed_results.csv,11,selected_final_artifact,INFO,"Selected highest-position, most complete result artifact: out_2026-07-12T03-28-31\checkpoint\2eaf3406957e4f5c807fff3c7a497eb7_iteration1\generated\als_split_seed_results.csv."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\experiment_metadata.json,,dataset_counts,PASS,"Reported counts={'users': 938, 'items': 1008, 'interactions': 54413}; source=out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\experiment_metadata.json. This checks recorded metadata, not raw-dataset independence."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_dataset,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_rating_filter,WARN,Did not find pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_implicit_conversion,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_five_core,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_user_holdout,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_random_seed,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_test_size_20_percent,WARN,Did not find pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_ndcg_metric,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_precision_metric,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_als_algorithm,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_popularity_algorithm,PASS,Found pattern in final code out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\code.py,11,code_seed_list_matches_result,PASS,"Code seed list(s)=[['11', '22', '33', '44', '55']]; selected result seeds=['11', '22', '33', '44', '55']."
R4 (out_2026-07-12T08-58-59),,,external_reexecution,NOT_PERFORMED,This verifier did not execute generated code outside the AutoRecLab runtime.
R4 (out_2026-07-12T08-58-59),,,raw_metric_recalculation,NOT_PERFORMED,This verifier recomputes aggregate summaries only; it does not recompute NDCG/Precision from raw recommendations.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,missing_seed_values,PASS,All result rows have a usable seed.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,finite_metrics,PASS,All parsed metric values are finite.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=wide.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\16664eed75c74e7da3e7869de3458ae9\generated\prototype_implicit_als_seed_metrics.csv,5,summary_recalculation,WARN,No summary CSV was found beside this result artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,missing_seed_values,PASS,All result rows have a usable seed.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,finite_metrics,PASS,All parsed metric values are finite.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=wide.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\361c22f6639a4ecaa91e71a2ba4b9cb5\generated\prototype_implicit_als_seed_metrics.csv,2,summary_recalculation,WARN,No summary CSV was found beside this result artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,missing_seed_values,PASS,All result rows have a usable seed.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,finite_metrics,PASS,All parsed metric values are finite.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=wide.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\86de223ac09d4b05b1b78779c2649c71\generated\prototype_implicit_als_seed_metrics.csv,3,summary_recalculation,WARN,No summary CSV was found beside this result artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,missing_seed_values,PASS,All result rows have a usable seed.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,finite_metrics,PASS,All parsed metric values are finite.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,metric_range_0_to_1,PASS,"All ranking metric values are in [0, 1]."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,exactly_five_distinct_seeds,PASS,"Seeds=['11', '22', '33', '44', '55']."
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,algorithm_and_metric_coverage,INFO,Algorithms=['ALS']; metrics=['NDCG@10']; seed_source=seed; format=wide.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,result_seeds_match_json_metadata,WARN,No JSON seed list found beside this artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974\generated\prototype_implicit_als_seed_metrics.csv,8,summary_recalculation,WARN,No summary CSV was found beside this result artifact.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\movielens100k_implicit_seed_raw_results.csv,11,missing_seed_values,PASS,All result rows have a usable seed.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\movielens100k_implicit_seed_raw_results.csv,11,missing_metric_values,PASS,All seed/algorithm groups contain every metric.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\movielens100k_implicit_seed_raw_results.csv,11,duplicate_seed_algorithm_metric,PASS,No duplicate seed/algorithm/metric keys.
R4 (out_2026-07-12T08-58-59),out_2026-07-12T08-58-59\checkpoint\a9c04bcc265c419791494017cc623974_iteration1\generated\movielens100k_implicit_seed_raw_results.csv,11,finite_metrics,PASS,All parsed metric values are finite.
